sample_index,time_ms,category,mechanism,selected_leads,voting_leads,vote_count,reference_lead,local_raw_amplitude_lsb,local_energy,waveform_snippet_len,record_id
230,920.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,III+aVL+aVF,III+aVL+aVF,3,III,-32,2,160,data/150
2415,9660.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,105,11,160,data/150
101,404.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,158,10,160,data/151
500,2000.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,V2+V3+I,V2+V3+I,3,V2,-124,18,160,data/151
2341,9364.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (808ms from last QRS),I+II+III,I+II+III,3,I,148,12,160,data/151
36,144.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,140,6,116,data/152
2358,9432.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,49,4,160,data/152
116,464.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,159,10,160,data/153
2462,9848.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1076ms from last QRS),I+II+III,I+II+III,3,I,127,10,118,data/153
150,600.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,87,9,160,data/154
2325,9300.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (884ms from last QRS),I+II+III,I+II+III,3,I,62,6,160,data/154
108,432.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V6+I+II,V6+I+II,3,V6,156,3,160,data/155
2337,9348.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),I+II+III,I+II+III,3,I,161,10,160,data/155
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,-43,5,83,data/156
123,492.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,73,3,160,data/156
2254,9016.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1068ms from last QRS),I+II+III,I+II+III,3,I,141,6,160,data/156
11,44.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVR,II+III+aVR,3,II,64,29,91,data/157
208,832.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+III+aVR,II+III+aVR,3,II,123,2,160,data/157
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1052ms from last QRS),I+II+III,I+II+III,3,I,121,9,160,data/157
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-96,6,82,data/158
166,664.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-13,0,160,data/158
2225,8900.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1100ms from last QRS),I+II+III,I+II+III,3,I,42,1,160,data/158
129,516.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,70,11,160,data/159
2355,9420.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (888ms from last QRS),I+II+III,I+II+III,3,I,92,11,160,data/159
163,652.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,62,1,160,data/160
2200,8800.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1392ms from last QRS),I+II+III,I+II+III,3,I,69,1,160,data/160
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVR,II+III+aVR,3,II,-57,0,81,data/161
224,896.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+III+aVR,II+III+aVR,3,II,100,3,160,data/161
2332,9328.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1000ms from last QRS),I+II+III,I+II+III,3,I,125,4,160,data/161
86,344.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+I+II,aVL+I+II,3,aVL,11,8,160,data/162
2410,9640.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (832ms from last QRS),aVL+I+II,I+II,2,aVL,74,6,160,data/162
189,756.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,124,10,160,data/163
2001,8004.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,aVL+V2+V3,aVL+V2+V3,3,aVL,138,18,160,data/163
2404,9616.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (888ms from last QRS),aVL+V2+V3,aVL+V2+V3,3,aVL,156,17,160,data/163
43,172.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,68,22,123,data/164
2330,9320.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (940ms from last QRS),I+II+III,I+II+III,3,I,83,21,160,data/164
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,32,4,84,data/165
204,816.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+III+aVL,II+III+aVL,3,II,135,2,160,data/165
2331,9324.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (852ms from last QRS),I+II+III,I+II+III,3,I,153,5,160,data/165
213,852.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,III+I+II,III+I+II,3,III,109,6,160,data/166
2312,9248.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,130,4,160,data/166
10,40.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+aVF,III+aVL+aVF,3,III,-50,19,90,data/167
129,516.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+aVF,III+aVL+aVF,3,III,118,3,160,data/167
2362,9448.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (872ms from last QRS),I+II+III,I+II+III,3,I,98,12,160,data/167
8,32.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+aVR+V6,II+aVR+V6,3,II,-49,7,88,data/168
163,652.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+aVR+V6,II+aVR+V6,3,II,-81,37,160,data/168
2386,9544.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1096ms from last QRS),I+II+III,I+II+III,3,I,-18,3,160,data/168
206,824.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V3+I+II,V3+I+II,3,V3,7,1,160,data/169
2421,9684.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1112ms from last QRS),I+II+III,I+II+III,3,I,108,8,159,data/169
33,132.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,83,4,113,data/170
2344,9376.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1128ms from last QRS),I+II+III,I+II+III,3,I,110,3,160,data/170
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+III+aVF,aVL+III+aVF,3,aVL,-76,0,81,data/171
145,580.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+III+aVF,aVL+III+aVF,3,aVL,-71,1,160,data/171
2381,9524.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (912ms from last QRS),aVL+I+II,aVL+I+II,3,aVL,12,2,160,data/171
9,36.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V2+I,aVL+V2,2,aVL,-34,8,89,data/172
95,380.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V2+I,aVL+V2+I,3,aVL,28,2,160,data/172
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1164ms from last QRS),I+II+III,I+II+III,3,I,168,4,160,data/172
36,144.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+I+II,III+I+II,3,III,-21,1,116,data/173
1808,7232.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,V1+III+I,V1+III,2,V1,-33,5,160,data/173
2367,9468.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (444ms from last QRS),III+I+II,III+I+II,3,III,36,3,160,data/173
36,144.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-87,7,116,data/174
2267,9068.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,-50,5,160,data/174
121,484.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,93,12,160,data/175
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (892ms from last QRS),I+II+III,I+II+III,3,I,114,8,160,data/175
128,512.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V2+I+II,V2+I+II,3,V2,-137,19,160,data/176
1606,6424.0,t_wave_misdetection,Peaked T-wave/ST segment 224ms post-QRS exceeding detection threshold,V2+V1+I,V2+V1,2,V2,49,12,160,data/176
2269,9076.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (960ms from last QRS),V2+I+II,V2+I+II,3,V2,-77,2,160,data/176
66,264.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V5+I+II,V5+I+II,3,V5,170,4,146,data/177
2438,9752.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (796ms from last QRS),I+II+III,I+II+III,3,I,101,3,142,data/177
134,536.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,122,16,160,data/178
2482,9928.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (744ms from last QRS),I+II+III,I+II+III,3,I,136,14,98,data/178
213,852.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,aVF+I+II,aVF+I+II,3,aVF,114,1,160,data/179
2327,9308.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (948ms from last QRS),I+II+III,I+II+III,3,I,137,4,160,data/179
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,169,7,160,data/180
2361,9444.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (788ms from last QRS),I+II+III,I+II+III,3,I,138,6,160,data/180
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+I,III+aVL,2,III,38,2,83,data/181
220,880.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,III+aVL+I,III+aVL+I,3,III,136,2,160,data/181
2364,9456.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (956ms from last QRS),I+II+III,I+II+III,3,I,129,10,160,data/181
103,412.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V3+I+II,V3+I+II,3,V3,-30,2,160,data/182
2354,9416.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (676ms from last QRS),V3+I+II,V3+I+II,3,V3,-33,1,160,data/182
78,312.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+I+II,aVF+I+II,3,aVF,-65,1,158,data/183
2372,9488.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (752ms from last QRS),I+II+III,I+II+III,3,I,174,9,160,data/183
83,332.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,134,4,160,data/184
2297,9188.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1020ms from last QRS),I+II+III,I+II+III,3,I,139,4,160,data/184
126,504.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V3+I+II,V3+I+II,3,V3,33,1,160,data/185
2415,9660.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (684ms from last QRS),I+II+III,I+II+III,3,I,115,8,160,data/185
88,352.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+I+II,aVL+I+II,3,aVL,-116,4,160,data/186
2475,9900.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (812ms from last QRS),aVL+I+II,aVL+I+II,3,aVL,18,4,105,data/186
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+I,III+aVL,2,III,-49,8,84,data/187
193,772.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,III+aVL+I,III+aVL+I,3,III,3,1,160,data/187
2469,9876.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,140,5,111,data/187
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V1+I,aVL+V1,2,aVL,-59,9,83,data/188
53,212.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V1+I,aVL+V1+I,3,aVL,7,5,133,data/188
75,300.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+I+II,I+II,2,aVL,93,15,155,data/189
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVL+V6,I+aVL+V6,3,I,-50,3,82,data/190
69,276.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVL+V6,I+aVL+V6,3,I,21,2,149,data/190
2487,9948.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (644ms from last QRS),aVL+I+II,aVL+I+II,3,aVL,-75,5,93,data/190
7,28.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVL+II,I+aVL,2,I,-57,6,87,data/191
173,692.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVL+II,aVL+II,2,I,38,3,160,data/191
2368,9472.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (984ms from last QRS),I+II+III,I+II+III,3,I,59,2,160,data/191
255,1020.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V1+I+II,V1+I,2,V1,-100,21,160,data/192
2493,9972.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),II+I+III,II+I+III,3,II,39,16,87,data/192
59,236.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,30,3,139,data/193
2457,9828.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,-26,3,123,data/193
72,288.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,65,9,152,data/194
2388,9552.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1084ms from last QRS),I+II+III,I+II+III,3,I,48,7,160,data/194
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+III+aVL,I+III+aVL,3,I,-65,10,83,data/195
65,260.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+III+aVL,I+III+aVL,3,I,1,3,145,data/195
2288,9152.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (864ms from last QRS),I+II+III,I+II+III,3,I,73,3,160,data/195
162,648.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,113,3,160,data/196
2357,9428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (812ms from last QRS),I+II+III,I+II+III,3,I,121,2,160,data/196
75,300.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,150,6,155,data/197
2357,9428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (736ms from last QRS),I+II+III,I+II+III,3,I,112,5,160,data/197
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,163,7,160,data/198
2329,9316.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,155,9,160,data/198
29,116.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II,2,I,167,6,109,data/199
2341,9364.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (996ms from last QRS),I+II+III,I+II,2,I,162,7,160,data/199
27,108.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II,2,I,80,5,107,data/200
2415,9660.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,-54,41,160,data/200
